"","game_dates","white_player","white_elo","black_player","black_elo","time_control","opening_code","opening","notations","final_position","match_result","game_link"
"3121","2020.12.30","GMDhvanil"," 879","BrownInTown94"," 1063","60","ECO C00","French-Defense-Knight-Variation-Two-Knights-Variation","1. e4  e6 2. Nf3  d5 3. Nc3  c5 4. exd5  exd5 5. d4  c4 6. Be3  Bb4 7. a3  Ba5 8. b4  cxb3 9. cxb3  Bxc3+ 10. Ke2  Bd7 11. Bd2  Bb5+ 12. Ke1  Qe7+ 13. Be2  Bxe2 14. Qxe2  Bxa1 15. Qxe7+  Nxe7 16. Ke2  Bb2 17. Rb1  Bxa3 18. Bc1  O-O 19. Bxa3  Re8 20. Bxe7  Rxe7+ 21. Kd3  Nc6 22. Rc1  Rae8 23. Nd2  Re2 24. Rc3  Rxf2 25. Kc2  Rxg2 26. Kd3  Rxh2 27. Nf3  Rf2 28. Nd2  Re3+ 29. Kxe3  Rh2 30. Rc1  Rh3+ 0-1","6k1/pp3ppp/2n5/3p4/3P4/1P2K2r/3N4/2R5 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/6094676507"
"3122","2021.01.01","Loganbaseball10122"," 1128","BrownInTown94"," 1076","120+1","ECO B45","Sicilian-Defense-Taimanov-Variation-5.Nc3","1. e4  c5 2. Nf3  e6 3. d4  cxd4 4. Nxd4  Nc6 5. Nc3  Bc5 6. Be3  Nf6 7. Bc4  O-O 8. a3  a6 9. b4  Ba7 10. O-O  b5 11. Bb3  d5 12. Nxc6  Qc7 13. Nxa7  Qxc3 14. Re1  Rxa7 15. Bxa7  Nxe4 16. f3  Nf6 17. Qd3  Qc7 18. Bd4  Bb7 19. Bxf6  gxf6 20. Rac1  Rc8 21. Re2  f5 22. Kf2  Kf8 23. h3  Ke7 24. g4  fxg4 25. hxg4  Rg8 26. Qxh7  Qc8 27. Kg3  Qc7+ 28. f4  Qc6 29. Kh4  Qc8 30. f5  Rh8 31. Rxe6+  Kd7 32. Qxh8  Qxh8+ 33. Kg5  Qg8+ 34. Kf4  Bc6 35. Ree1  Qf8 36. g5  Qh8 37. Rcd1  Qh2+ 38. Kg4  Qg2+ 39. Kh5  Qh3# 0-1","8/3k1p2/p1b5/1p1p1PPK/1P6/PB5q/2P5/3RR3 w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/6110641765"
"3123","2020.11.05","PK242423"," 693","BrownInTown94"," 1080","60+1","ECO B01","Scandinavian-Defense-Closed-2...dxe4-3.Nxe4-Nf6-4.Nxf6","1. e4  d5 2. Nc3  dxe4 3. Nxe4  Nf6 4. Nxf6+  exf6 5. d3  Be6 6. Be2  Bc5 7. Be3  Bxe3 8. fxe3  O-O 9. e4  Nc6 10. Nf3  Qd7 11. O-O  Bg4 12. a4  Bxf3 13. Bxf3  Nd4 14. b3  a5 15. c3  Nxf3+ 16. Qxf3  Rfd8 17. Rfd1  b5 18. axb5  Qxb5 19. Rab1  Rd6 20. c4  Qb4 21. Qf1  Qc5+ 22. Qf2  Qg5 23. Qf3  Rad8 24. e5  fxe5 0-1","3r2k1/2p2ppp/3r4/p3p1q1/2P5/1P1P1Q2/6PP/1R1R2K1 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/5688836444"
"3124","2020.11.07","Meliodas_Jazlie"," 1183","BrownInTown94"," 1058","60+1","ECO B01","Scandinavian-Defense-Mieses-Kotrc-Variation-3.d4","1. e4  d5 2. exd5  Qxd5 3. d4  Qd8 4. f4  e6 5. Be3  f5 6. Nf3  Nf6 7. Qe2  Bd6 8. Nbd2  Ne4 9. Nxe4  fxe4 10. Nd2  b6 11. O-O-O  Bb7 12. a3  Na6 13. g3  Qd7 14. Bg2  O-O-O 15. Bxe4  g6 16. Qf3  Bxe4 17. Qxe4  c5 18. Qa8+  Kc7 19. Qxa7+  Kc6 20. Qxa6  Ra8 21. Qc4  b5 22. Qc3  Ra4 23. Nb3  Kb6 24. dxc5+  Bxc5 25. Qxc5+  Kb7 26. Rxd7+  Kb8 27. Qxb5+  Ka8 28. Qb7# 1-0","k6r/1Q1R3p/4p1p1/8/r4P2/PN2B1P1/1PP4P/2K4R b - -","Termination Meliodas_Jazlie won by checkmate","https://www.chess.com/game/live/5700261148"
"3125","2020.11.07","RedBooza"," 1065","BrownInTown94"," 1045","60+1","ECO C00","French-Defense","1. e4  e6 2. Bc4  d5 3. exd5  exd5 4. Bb3  c5 5. Nf3  b5 6. c3  c4 7. Bc2  Bc5 8. d4  Bd6 9. Nbd2  Nf6 10. g3  Qe7+ 11. Qe2  Qxe2+ 12. Kxe2  O-O 13. Re1  Bh3 14. Kd1  Nc6 15. b3  Rae8 16. Bb2  Ne4 17. Nxe4  Rxe4 18. Bxe4  dxe4 19. Ne5  Nxe5 20. dxe5  Bxe5 21. Kc2  Bf6 22. Rad1  Bf5 23. Kc1  Bg5+ 24. Kb1  e3+ 25. Ka1  exf2 26. Re2  f1=Q 27. Rxf1  Bd3 28. Ref2  Bxf1 29. Rxf1  Re8 30. Bc1  Bxc1 31. Rxc1  f5 32. h4  g5 33. hxg5  Kf7 34. Kb2  Kg6 35. Ka3  a5 36. b4  Kxg5 37. bxa5  Ra8 38. Kb4  Kg4 39. Rg1  Re8 40. a4  Re3 41. Kxb5  Rxc3 42. a6  Rb3+ 43. Kxc4  Ra3 44. Kb5 1-0","8/7p/P7/1K3p2/P5k1/r5P1/8/6R1 b - -","Termination RedBooza won on time","https://www.chess.com/game/live/5700268163"
"3126","2020.11.11","Bray97"," 1050","BrownInTown94"," 1058","60+1","ECO C02","French-Defense-Advance-Variation-3...c5","1. e4  e6 2. d4  d5 3. e5  c5 4. Be3  Nc6 5. Nf3  Qb6 6. b3  cxd4 7. Bxd4  Nxd4 8. Nxd4  Bc5 9. c3  Ne7 10. Be2  O-O 11. O-O  Bxd4 12. cxd4  Qc7 13. Bd3  a6 14. Qd2  b5 15. Nc3  Bb7 16. Qc2  Nc6 17. Bxh7+  Kh8 18. Bd3  Nxd4 19. Qd2  Rac8 20. Rac1  Qxe5 21. f4  Qf6 22. f5  Nc6 23. fxe6  Qxe6 24. Rce1  Qd6 25. Qe3  Nb4 26. Qh3+  Qh6 0-1","2r2r1k/1b3pp1/p6q/1p1p4/1n6/1PNB3Q/P5PP/4RRK1 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/5722531030"
"3127","2020.11.14","tato-pulento"," 923","BrownInTown94"," 1085","60+1","ECO C00","French-Defense-Knight-Variation-2...d5-3.exd5","1. e4  e6 2. Nf3  d5 3. exd5  Qxd5 4. Nc3  Qd8 5. d3  Bd6 6. Be2  Nf6 7. O-O  O-O 8. d4  Nc6 9. Nb5  Bb4 10. c3  Be7 11. Bf4  Bd6 12. Bxd6  cxd6 13. Qd3  a6 14. Ng5  g6 15. Bh5  Nxh5 16. h4  f6 17. Nf3  axb5 18. Rae1  Nf4 19. Qe3  e5 20. dxe5  dxe5 21. Rd1  Qe7 0-1","r1b2rk1/1p2q2p/2n2pp1/1p2p3/5n1P/2P1QN2/PP3PP1/3R1RK1 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/5741472307"
"3128","2020.11.19","MajesticTaco"," 735","BrownInTown94"," 1000","300","ECO A10","English-Opening-Anglo-Scandinavian-Defense","1. c4  d5 2. b3  Nf6 3. d4  g6 4. Nf3  Bg7 5. Ne5  Ne4 6. Nd2  c5 7. f3  Nxd2 8. Qxd2  Qb6 9. Ba3  cxd4 10. O-O-O  Bxe5 11. Qb4  Bf6 12. e4  dxe4 13. fxe4  O-O 14. Be2  Be6 15. c5  Qc6 16. Rdf1  Na6 17. Rf3  Nxb4 18. Bxb4  a5 19. Bd2  a4 20. Bd1  axb3 21. Bxb3  Bxb3 22. axb3  Qa6 23. Rff1  Qa1+ 24. Kc2  Ra2+ 25. Kd3  Qb2 26. Rb1  Qxd2+ 27. Kc4  Qe2+ 28. Kd5  e6+ 29. Kd6  Rd8+ 30. Kc7  Qa6 31. e5  Qc6# 0-1","3r2k1/1pK2p1p/2q1pbp1/2P1P3/3p4/1P6/r5PP/1R5R w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/5774251290"
"3129","2020.10.31","abolde"," 1280","BrownInTown94"," 1115","120+1","ECO C00","French-Defense-Queens-Knight-Variation-2...d5","1. e4  e6 2. Nc3  d5 3. e5  d4 4. Nce2  c5 5. Nf3  Nc6 6. c3  d3 7. Nf4  c4 8. Qa4  Bd7 9. Qxc4  Rc8 10. Qxd3  Nh6 11. Be2  Bc5 12. b4  Bb6 13. a4  a6 14. a5  Ba7 15. O-O  O-O 16. Nh5  Nf5 17. Qe4  Nce7 18. Qxb7  Bb8 19. Qxa6  g6 20. Nf6+  Kg7 21. Nxd7  Qxd7 22. d4  Rxc3 23. Bg5  Rfc8 24. Rac1  Rxc1 25. Rxc1  Rxc1+ 26. Bxc1  Qc7 27. Bg5  h6 28. Bxe7  Nxe7 29. g3  Nd5 30. Nd2  Nxb4 31. Qb5  Nd5 32. Bf3  Qc1+ 33. Nf1  Qc3 34. Qxb8  Qe3 35. Nxe3  Nxe3 36. fxe3 1-0","1Q6/5pk1/4p1pp/P3P3/3P4/4PBP1/7P/6K1 b - -","Termination abolde won by resignation","https://www.chess.com/game/live/5662206540"
"3130","2020.10.31","masterfox12"," 1059","BrownInTown94"," 1072","120+1","ECO C01","French-Defense-Exchange-Variation...4.Bd3-Bd6-5.Nf3-Nc6-6.O-O","1. e4  e6 2. d4  d5 3. exd5  exd5 4. Bd3  Bd6 5. Nf3  Nc6 6. O-O  Nf6 7. Re1+  Be6 8. Ng5  Qd7 9. Nxe6  fxe6 10. Bf5  Ne4 11. Qh5+  g6 12. Bxg6+  hxg6 13. Qxh8+  Ke7 14. Qh7+  Kf6 1-0","r7/pppq3Q/2nbpkp1/3p4/3Pn3/8/PPP2PPP/RNB1R1K1 w - -","Termination masterfox12 won by resignation","https://www.chess.com/game/live/5662226116"
"3131","2020.10.31","zXWvi"," 1142","BrownInTown94"," 1077","120+1","ECO B01","Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nf3","1. e4  d5 2. exd5  Qxd5 3. Nf3  Qd8 4. Nc3  Nc6 5. d4  Nf6 6. d5  Nb4 7. Bc4  e6 8. Bg5  Be7 9. Bxf6  Bxf6 10. dxe6  Bxe6 11. Qxd8+  Rxd8 12. Bb3  Bxb3 13. O-O  Bxc2 14. Rfe1+  Kd7 15. Ne5+  Bxe5 16. Rxe5  Kc8 17. a3  Nc6 18. Re2  Bg6 19. Rc1  Nd4 20. Re7  Rde8 21. Nd5  Rxe7 22. Nxe7+  Kb8 23. Nd5  Ne2+ 0-1","1k5r/ppp2ppp/6b1/3N4/8/P7/1P2nPPP/2R3K1 w - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/5662281399"
"3132","2020.09.15","Azel_Heyes"," 1113","BrownInTown94"," 1126","60","ECO C02","French-Defense-Advance-Steinitz-Variation","1. e4  e6 2. d4  d5 3. e5  c5 4. dxc5  Bxc5 5. Nf3  Qc7 6. Be3  Qxe5 7. Nc3  Qf6 8. Bxc5  Nc6 9. Qe2  d4 10. Nxd4  Nxd4 11. Bxd4  Qxd4 12. Qd2  Qe5+ 13. Be2  Nf6 14. O-O-O  O-O 15. Nb5  Bd7 16. Rhe1  Rac8 17. Nd6  Rcd8 18. Nxb7  Rb8 19. b3  Rxb7 20. Bf3  Rbb8 21. Rxe5  Bc6 22. Bxc6  Rbd8 23. Qxd8  Ne8 24. Qxe8  Rxe8 25. Bxe8  Kf8 26. Rd8  Ke7 27. Ra8  f6 28. Rxa7+  Kxe8 29. Rxg7  Kf8 30. Rxh7  Ke8 31. Rxe6+  Kf8 32. Ree7  Kg8 33. Ref7  f5 34. Rhg7+  Kh8 35. Rh7+  Kg8 36. Rfg7+  Kf8 37. a4  f4 38. a5  f3 39. a6  fxg2 0-1","5k2/6RR/P7/8/8/1P6/2P2PpP/2K5 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/5446947685"
"3133","2020.07.08","jburl2004"," 961","BrownInTown94"," 959","120+1","ECO A04","Reti-Opening-Dutch-Lisitsyn-Gambit","1. e4  f5 2. Nf3  fxe4 3. Ng5  Nf6 4. Bc4  e6 5. Nc3  d5 6. Bb3  Bd7 7. d3  Nc6 8. dxe4  dxe4 9. Ncxe4  Nxe4 10. Nxe4  Qe7 11. Bg5  Qf7 12. O-O  Be7 13. Bxe7  Qxe7 14. a3  O-O-O 15. Qg4  e5 16. Qf3  Kb8 17. Nc3  Nd4 18. Qd5  Bf5 19. Qc4  Bxc2 20. Bxc2  Nxc2 21. Rac1  Nd4 22. Nd5  Qg5 23. Qxc7+  Ka8 24. Ne7  Nf3+ 25. Kh1  Rde8 0-1","k3r2r/ppQ1N1pp/8/4p1q1/8/P4n2/1P3PPP/2R2R1K w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/5116943351"
"3134","2020.07.08","MRHEPH"," 533","BrownInTown94"," 961","120+1","ECO B27","Sicilian-Defense-2.Nf3","1. e4  c5 2. Nf3  d5 3. Bb5+  Bd7 4. Bxd7+  Qxd7 5. Ne5  Qe6 6. Qf3  Qxe5 7. O-O  e6 8. d3  Bd6 9. Bf4  Qxf4 10. Qxf4  Bxf4 11. g3  Bc7 12. Nc3  Nf6 13. Nb5  Bb6 14. Nd6+  Ke7 15. e5  Nh5 16. Nxb7  f6 17. d4  cxd4 18. Rad1  fxe5 19. c3  Nd7 20. cxd4  Rab8 21. Nc5  Nxc5 22. dxc5  Bxc5 23. b3  e4 24. a4  Rhf8 25. Rc1  Rbc8 26. b4  Bxb4 27. Rxc8  Rxc8 28. f3  Bc5+ 29. Kg2  exf3+ 30. Rxf3  Rf8 31. a5  Rxf3 32. Kxf3  Kd6 33. a6  Kc6 34. Kg4  Nf6+ 35. Kg5  d4 36. g4  d3 37. h4  Nxg4 38. h5  d2 39. Kxg4  Be3 40. Kh4  h6 41. Kg4  d1=Q+ 42. Kg3  Qg1+ 43. Kh4  Qg5+ 44. Kh3  Qf5+ 45. Kg3  Bf4+ 46. Kf2  Qc2+ 47. Kf3  e5 48. Kg4  Qg2+ 49. Kh4  Qg3# 0-1","8/p5p1/P1k4p/4p2P/5b1K/6q1/8/8 w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/5116955564"
"3135","2020.06.03","santa99vip"," 967","BrownInTown94"," 1023","180+2","ECO A00","Van-Geet-Opening-1...d5-2.f4","1. f4  d5 2. Nc3  Nc6 3. e4  d4 4. Bb5  Bd7 5. Bxc6  Bxc6 6. b3  dxc3 7. dxc3  Bxe4 8. Qxd8+  Rxd8 9. Be3  Bxg2 10. Nf3 0-1","3rkbnr/ppp1pppp/8/8/5P2/1PP1BN2/P1P3bP/R3K2R b KQk -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/4944807272"
"3136","2020.06.05","Passatempo95"," 1000","BrownInTown94"," 1069","180+2","ECO C02","French-Defense-Advance-Paulsen-Milner-Barry-Gambit-6...Bd7-7.O-O","1. e4  e6 2. d4  d5 3. e5  c5 4. c3  Nc6 5. Nf3  Qb6 6. Bd3  Bd7 7. O-O  Be7 8. a3  h5 9. b4  c4 10. Be2  h4 11. a4  Qd8 12. b5  Na5 13. h3  g5 14. Qd2  g4 15. Nh2  g3 16. Ng4  Qc7 17. f3  O-O-O 18. Nf6  Nxf6 19. exf6  Bxf6 20. Qe1  Nb3 21. Ra2  Rde8 22. f4  Bd8 23. Bg4  f6 24. f5  exf5 25. Qxe8  Rxe8 26. Bxf5  Bxf5 27. Rxf5 0-1","2kbr3/ppq5/5p2/1P1p1R2/P1pP3p/1nP3pP/R5P1/1NB3K1 b - -","Termination BrownInTown94 won by resignation","https://www.chess.com/game/live/4954152207"
"3137","2020.06.08","MajesticTaco"," 943","BrownInTown94"," 1143","1800","ECO A00","Kings-Fianchetto-Opening-1...d5","1. g3  d5 2. Nc3  Nf6 3. Bg2  c6 4. Nh3  e5 5. d3  Bd6 6. Be3  d4 7. Bd2  dxc3 8. bxc3  O-O 9. a4  Be6 10. a5  Qd7 11. Qb1  Bxh3 12. O-O  Bxg2 13. Kxg2  Ng4 14. h3  Nf6 15. Qb3  Na6 16. Ra4  Nc5 17. Ra3  Nxb3 18. Rxb3  e4 19. dxe4  Nxe4 20. f3  Nxg3 21. f4  Bc5 22. Kxg3  Qxd2 23. Rf2  Qe3+ 24. Kg2  Qxf2+ 25. Kh1  Qg1# 0-1","r4rk1/pp3ppp/2p5/P1b5/5P2/1RP4P/2P1P3/6qK w - -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/4968835684"
"3138","2020.06.09","mmtea"," 938","BrownInTown94"," 952","60","ECO A00","Kings-Fianchetto-Opening-1...d5-2.Bg2-e5","1. g3  d5 2. Bg2  e5 3. e3  d4 4. Ne2  d3 5. Nec3  Bf5 6. e4  Bg6 7. Qf3  Nf6 8. Qxd3  Qxd3 9. cxd3  Nc6 10. Nd5  Rd8 11. Nxf6+  gxf6 12. Ke2  Nd4+ 13. Ke3  Bc5 14. f4  Bh5 15. Kf2  Nc2+ 16. Kf1  Rxd3 17. Nc3  Ne3+ 18. dxe3  Bxe3 19. Bxe3  Rxe3 20. Nd5  c6 21. Nxe3  exf4 22. gxf4  Bf3 23. Bxf3  Rg8 24. Kf2  Rg6 25. Rhg1  Ke7 26. Rxg6  fxg6 27. Rc1  Ke6 28. Rc4  b5 29. Rxc6+  Kd7 30. Ra6  Ke7 31. Rxa7+  Ke6 32. Rxh7  f5 33. Rh6  fxe4 34. Bxe4  Kf6 35. Rxg6+  Kf7 36. Nd5  b4 37. Rf6+  Ke8 38. b3  Kd7 39. h4  Ke8 40. h5 1-0","4k3/8/5R2/3N3P/1p2BP2/1P6/P4K2/8 b - -","Termination mmtea won on time","https://www.chess.com/game/live/4973676593"
"3139","2020.06.16","Earlybird70"," 916","BrownInTown94"," 966","60","ECO C00","French-Defense-Normal-Variation","1. d4  e6 2. e4  d5 3. e5  c5 4. dxc5  Bxc5 5. f4  Nc6 6. Nf3  Nd4 7. Nxd4  Bxd4 8. Qxd4  Ne7 9. Qa4+  Bd7 10. Qb4  b6 11. Qd2  Nf5 12. Nc3  O-O 13. Bd3  Nh4 14. g3  Nf3+ 15. Ke2  Nxd2 16. Kxd2  Bc6 17. Ne2  Rc8 18. b3  Bb5 19. Bxb5  a6 20. Bb2  axb5 21. Rac1  Qe7 22. c3  b4 23. g4  bxc3+ 24. Rxc3  Rxc3 25. Bxc3  Qc5 26. h4  Qf2 27. Rc1  Rc8 28. f5  exf5 29. gxf5  Qxf5 30. Ng3  Qf4+ 31. Kc2  Qxg3 32. Kb1  Rxc3 33. Kb2  Rxc1 34. Kxc1  Qh2 35. Kb1  Qh1+ 36. Kb2  Qxh4 37. Ka3  Qf2 38. Ka4  h5 39. Kb5  h4 40. Kc6  h3 0-1","6k1/5pp1/1pK5/3pP3/8/1P5p/P4q2/8 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/5008204427"
"3140","2020.06.16","Maikon07"," 986","BrownInTown94"," 958","60","ECO A00","Vant-Kruijs-Opening-1...c5","1. e3  c5 2. c3  d5 3. Nf3  e6 4. Qa4+  Bd7 5. Qb3  b5 6. Bxb5  Bxb5 7. Qxb5+  Nd7 8. Qc6  Rc8 9. Qa4  Rc7 10. Ne5  Nf6 11. Nf3  Bd6 12. O-O  O-O 13. Qc2  Nh5 14. b3  Ne5 15. Nxe5  Bxe5 16. d3  Qg5 17. e4  Bxh2+ 18. Kxh2  Qh4+ 19. Kg1  Nf4 20. Bxf4  Qxf4 21. g3  Qg4 22. Nd2  d4 23. c4  e5 24. f3  Rc6 25. fxg4  Rg6 26. Kg2  Rxg4 27. Nf3  Re8 28. Nxe5  Rxe5 29. Qe2  Reg5 30. Rf3  Rg6 31. e5 1-0","6k1/p4ppp/6r1/2p1P3/2Pp2r1/1P1P1RP1/P3Q1K1/R7 b - -","Termination Maikon07 won on time","https://www.chess.com/game/live/5008211888"
"3141","2020.06.16","GM_Blunder007"," 979","BrownInTown94"," 950","60","ECO B01","Scandinavian-Defense-Closed","1. Nc3  d5 2. e4  d4 3. Nce2  e5 4. d3  Be7 5. f4  Nc6 6. Nf3  f6 7. g3  Bg4 8. Bg2  Nh6 9. O-O  f5 10. fxe5  Bc5 11. Bxh6  gxh6 12. h3  Bh5 13. exf5  Rg8 14. g4  Bxg4 15. hxg4  Rxg4 16. e6  Qg5 17. Nxg5  hxg5 18. Nxd4  O-O-O 19. Qxg4  Bxd4+ 20. Kh1  Bf6 21. Rae1  Rd4 22. e7  Nxe7 23. Qxd4  Bxd4 24. Rxe7  b6 25. Rfe1  c6 26. Rxh7  Bc5 27. Re8# 1-0","2k1R3/p6R/1pp5/2b2Pp1/8/3P4/PPP3B1/7K b - -","Termination GM_Blunder007 won by checkmate","https://www.chess.com/game/live/5012669627"
"3142","2020.06.16","ahadhussain1999"," 989","BrownInTown94"," 952","60","ECO D20","Queens-Gambit-Accepted-Old-Variation-3...e6-4.Bxc4","1. d4  d5 2. c4  dxc4 3. e3  e6 4. Bxc4  Bd7 5. Nf3  Nc6 6. Nc3  Bb4 7. Bd2 1-0","r2qk1nr/pppb1ppp/2n1p3/8/1bBP4/2N1PN2/PP1B1PPP/R2QK2R b KQkq -","Termination ahadhussain1999 won - game abandoned","https://www.chess.com/game/live/5012686804"
"3143","2020.06.20","humbler4"," 1052","BrownInTown94"," 1000","180+2","ECO B00","Kings-Pawn-Opening-Barnes-Defense","1. e4  f6 2. Nc3  e5 3. Nf3  b6 4. Bc4  Bb7 5. d3  Bb4 6. Bd2  Nc6 7. O-O  Qe7 8. Nd5  Qc5 9. Bxb4  Nxb4 10. c3  Nxd5 11. Bxd5  Bxd5 12. exd5  Qxd5 13. d4  e4 14. Nd2  O-O-O 15. Re1  f5 16. Qh5  Nf6 17. Qg5  Rhg8 18. Nxe4  h6 19. Qf4  Nh5 20. Qf3  f4 21. g3  Rdf8 22. b3  g5 23. Qxh5  Re8 24. Nf6  Rxe1+ 25. Rxe1  Qf7 1-0","2k3r1/p1pp1q2/1p3N1p/6pQ/3P1p2/1PP3P1/P4P1P/4R1K1 w - -","Termination humbler4 won by resignation","https://www.chess.com/game/live/5032020318"
"3144","2020.05.22","ob86"," 988","BrownInTown94"," 952","120+1","ECO A80","Dutch-Defense-2.Bf4","1. d4  f5 2. Bf4  d6 3. Nc3  Nf6 4. f3  Nc6 5. e3  e5 6. dxe5  dxe5 7. Qxd8+  Kxd8 8. Bg5  Be7 9. O-O-O+  Ke8 10. Bb5  Be6 11. Bxc6+  bxc6 12. b3  Kf7 13. f4  h6 14. Bxf6  Bxf6 15. Nf3  exf4 16. Ne2  fxe3 17. Nfd4  Bd5 18. Rhg1  Be4 19. g3  Rad8 20. Rge1  c5 21. Nb5  Rxd1+ 22. Rxd1  Bf3 23. Rd7+  Ke6 24. Nf4+  Kxd7 25. Ng6  Re8 26. Nf4  Bg5 27. Nd5  e2+ 28. Kb2 1-0","4r3/p1pk2p1/7p/1NpN1pb1/8/1P3bP1/PKP1p2P/8 b - -","Termination ob86 won on time","https://www.chess.com/game/live/4893449301"
"3145","2020.05.23","manojgoud36"," 925","BrownInTown94"," 958","120+1","ECO A80","Dutch-Defense","1. d4  f5 2. d5  d6 3. Qd4  e6 4. dxe6  Bxe6 5. Nf3  Nc6 6. Qh4  Be7 7. Qg3  g6 8. Bd2  Qd7 9. Bc3  O-O-O 10. Bxh8  Nf6 11. Bxf6  Bxf6 12. c3  Be5 13. Nxe5  dxe5 14. Na3  Qd2# 0-1","2kr4/ppp4p/2n1b1p1/4pp2/8/N1P3Q1/PP1qPPPP/R3KB1R w KQ -","Termination BrownInTown94 won by checkmate","https://www.chess.com/game/live/4894023347"
"3146","2020.05.23","proseandcons"," 984","BrownInTown94"," 967","120+1","ECO C00","French-Defense-Knight-Variation-2...d5-3.exd5-exd5-4.d4","1. e4  e6 2. Nf3  d5 3. exd5  exd5 4. d4  Bd6 5. c4  Nf6 6. Nc3  c6 7. cxd5  cxd5 8. Bd3  O-O 9. O-O  Nc6 10. h3  Bd7 11. Re1  Qc7 12. Qc2  Rfe8 13. Bg5  Bh2+ 14. Nxh2  Ne4 15. Bxe4  dxe4 16. Nxe4  Bf5 17. Qd3  Nb4 18. Qb1  Nc2 19. Qc1  Rac8 20. Re2  Bxe4 21. Rxe4  Rxe4 22. Qd2  Re1+ 23. Rxe1  Nxe1 0-1","2r3k1/ppq2ppp/8/6B1/3P4/7P/PP1Q1PPN/4n1K1 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/4894030351"
"3147","2020.05.30","kebarberyl"," 853","BrownInTown94"," 1007","180+2","ECO A00","Kings-Fianchetto-Opening-1...d5-2.Bg2-e5","1. g3  d5 2. Bg2  e5 3. b3  Bd6 4. Bb2  Nf6 5. d3  O-O 6. h3  e4 7. e3  Nc6 8. c4  exd3 9. Qxd3  dxc4 10. Qxc4  Re8 11. Nf3  Ne4 12. O-O  Be6 13. Qxe4  Bxh3 14. Bxh3  Rxe4 15. Nc3  Re8 16. Rad1  Nb4 17. a3  Nc6 18. Nd5  Ne7 19. Kg2  Nxd5 20. Rxd5  c6 21. Rg5  f6 22. Rg4  Qb6 23. b4  a5 24. Rd1  Be5 25. Nxe5  fxe5 26. Re4  axb4 27. Rxb4  Qc7 28. e4  c5 29. Rb3  b6 30. Rbd3  Rad8 31. Rxd8  Rxd8 32. Ra1  Rd2 33. Be6+  Kh8 34. Bc3  Rd3 35. Be1  Qc6 36. a4  Qxe6 37. a5  bxa5 38. Rxa5  h6 39. Rxc5  Qb6 40. Rxe5  Qd4 41. Re8+  Kh7 42. Kh3  Rd1 43. Ba5  Qd7+ 0-1","4R3/3q2pk/7p/B7/4P3/6PK/5P2/3r4 w - -","Termination BrownInTown94 won on time","https://www.chess.com/game/live/4926580022"
"3148","2020.05.30","federringo"," 1082","BrownInTown94"," 961","120+1","ECO C01","French-Defense-Exchange-Monte-Carlo-Variation-4...c6-5.Nc3","1. e4  e6 2. d4  d5 3. exd5  exd5 4. c4  c6 5. Nc3  Bb4 6. Bd2  Nf6 7. cxd5  cxd5 8. Qa4+  Nc6 9. Bb5  Bxc3 10. Bxc6+  bxc6 11. Qxc6+  Bd7 12. Qxc3  Rc8 13. Qe3+  Ne4 14. f3  O-O 15. fxe4  Re8 16. e5  f6 17. Nf3  Bb5 18. Kf2  Qc7 19. Rhc1  Qb8 20. e6  Bd7 21. Qf4  Bxe6 22. Qxb8  Rxb8 23. Rc7  a5 24. Bxa5  Rxb2+ 25. Kg3  Reb8 26. Rac1  h6 27. Re7  Bf5 28. Rce1  Be4 29. Nh4  Rxa2 30. Bc7  Ra3+ 31. Kf4  Rc8 32. Bd6  Re3 33. Rxe3 1-0","2r3k1/4R1p1/3B1p1p/3p4/3PbK1N/4R3/6PP/8 b - -","Termination federringo won on time","https://www.chess.com/game/live/4926739385"
